PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_NATION_NAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_NAME,FIRST_AUTHOR_NATION_STATUS_NAME,FIRST_AUTHOR_NATION_SURNAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,FIRST_AUTHOR_NATION_STATUS_SURNAME,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,FIRST_AUTHOR_SELECTED_NATION_CATEGORY,LAST_AUTHOR_NATION_NAME,LAST_AUTHOR_COUNTRY_PROBABILITY_NAME,LAST_AUTHOR_NATION_STATUS_NAME,LAST_AUTHOR_NATION_SURNAME,LAST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,LAST_AUTHOR_NATION_STATUS_SURNAME,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS,LAST_AUTHOR_SELECTED_NATION_CATEGORY
Immunological and hematological findings as major features in a patient with a new germline pathogenic CBL variant.,Emilia Stellacci,Emilia,Simone Martinelli,Simone,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.57,PASS,
Impact of Fluoroalkylation on the n-Type Charge Transport of Two Naphthodithiophene Diimide Derivatives.,Gaetano Ricci,Gaetano,Fabrizia Negri,Fabrizia,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
Impact of constitutional TET2 haploinsufficiency on molecular and clinical phenotype in humans.,Eevi Kaasinen,Eevi,Lauri A Aaltonen,Lauri A,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
Impact of transposable elements on genome structure and evolution in bread wheat.,Thomas Wicker,Thomas,Frédéric Choulet,Frédéric,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Implementation and relevance of FAIR data principles in biopharmaceutical R&D.,John Wise,John,Victoria Hedley,Victoria,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Implementation of FAIR Practices in Computational Metabolomics Workflows-A Case Study.,Mahnoor Zulfiqar,Mahnoor,Luiz Gadelha,Luiz,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,1.0,PASS,
Implementation of linked data in the life sciences at BioHackathon 2011.,Kiyoko F Aoki-Kinoshita,Kiyoko F,Soichi Ogishima,Soichi,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Implementing FAIR data management within the German Network for Bioinformatics Infrastructure (de.NBI) exemplified by selected use cases.,Gerhard Mayer,Gerhard,Michael Turewicz,Michael,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Importance of Defluviitalea raffinosedens for Hydrolytic Biomass Degradation in Co-Culture with Hungateiclostridium thermocellum.,Regina Rettenmaier,Regina,Wolfgang Liebl,Wolfgang,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Improved Accuracy from Joint X-ray and NMR Refinement of a Protein-RNA Complex Structure.,Azzurra Carlon,Azzurra,Claudio Luchinat,Claudio,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Improved Dissolution and Oral Bioavailability of Celecoxib by a Dry Elixir System.,Kwan Hyung Cho,Kwan Hyung,Dong-Jin Jang,Dong-Jin,PASS,,,,,,,male,0.97,PASS,,,,,,,,male,0.95,PASS,
Improved imputation accuracy of rare and low-frequency variants using population-specific high-coverage WGS-based imputation reference panel.,Mario Mitt,Mario,Priit Palta,Priit,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Improved metrics for comparing structures of macromolecular assemblies determined by 3D electron-microscopy.,Agnel Praveen Joseph,Agnel Praveen,Martyn Winn,Martyn,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Improvements on marker-free images alignment for electron tomography.,C O S Sorzano,C O S,C Messaoudi,C,PASS,,,,,,,male,0.71,PASS,,,,,,,,,,PASS,
Improving COVID-19 metadata findability and interoperability in the European Open Science Cloud,Christian Ohmann,Christian,Maria Panagiotopoulou,Maria,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
Improving Metadata Collection and Aggregation in Plant Phenotyping Experiments with MIAPPE Wizard and DataPLANT,Daniel Arend,Daniel,Heinrich Lukas Weil,Heinrich Lukas,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
Improving data workflow systems with cloud services and use of open data for bioinformatics research.,Md Rezaul Karim,Md Rezaul,Dietrich Rebholz-Schuhmann,Dietrich,PASS,,,,,,,male,0.96,PASS,,,,,,,,male,0.94,PASS,
Improving the Sequence Ontology terminology for genomic variant annotation.,Fiona Cunningham,Fiona,Karen Eilbeck,Karen,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
Improving the usefulness of evidence concerning the effectiveness of implementation strategies for knowledge products in primary healthcare: protocol for a series of systematic reviews.,Hervé Tchala Vignon Zomahoun,Hervé Tchala Vignon,France Légaré,France,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.7,PASS,
In Silico Analysis Of The Effects Of Omicron Spike Amino Acid Changes On The Interactions With Human ACE2 Receptor And Structurally Characterized Complexes With Human Antibodies,Nancy D’Arminio,Nancy,Anna Marabotti,Anna,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
In Silico Analysis of the Effects of Omicron Spike Amino Acid Changes on the Interactions with Human Proteins.,Nancy D'Arminio,Nancy,Anna Marabotti,Anna,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
In Silico Design of Potential Small-Molecule Antibiotic Adjuvants against Salmonella typhimurium Ortho Acetyl Sulphydrylase Synthase to Address Antimicrobial Resistance.,Oluwadunni F Elebiju,Oluwadunni F,Ezekiel Adebiyi,Ezekiel,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.98,PASS,
In Silico Prediction of the Mechanism of Action of Pyriproxyfen and 4'-OH-Pyriproxyfen against A. mellifera and H. sapiens Receptors.,Giulia Spaggiari,Giulia,Pietro Cozzini,Pietro,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
In Silico Toxicology Data Resources to Support Read-Across and (Q)SAR.,Gopal Pawar,Gopal,Mark T D Cronin,Mark T D,PASS,,,,,,,male,0.98,PASS,,,,,,,,male,1.0,PASS,
"In silico Structure Prediction, Molecular Docking, and Dynamic Simulation of Plasmodium falciparum AP2-I Transcription Factor.",David O Oladejo,David O,Ezekiel Adebiyi,Ezekiel,PASS,,,,,,,male,0.96,PASS,,,,,,,,male,0.98,PASS,
In silico exploration of phenolics as modulators of penicillin binding protein (PBP) 2× of Streptococcus pneumoniae.,Jamiu Olaseni Aribisala,Jamiu Olaseni,Saheed Sabiu,Saheed,PASS,,,,,,,male,0.82,PASS,,,,,,,,male,0.98,PASS,
In silico toxicology: From structure-activity relationships towards deep learning and adverse outcome pathways.,Jennifer Hemmerich,Jennifer,Gerhard F Ecker,Gerhard F,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"In vivo 5-ethynyluridine (EU) labelling detects reduced transcription in Purkinje cell degeneration mouse mutants, but can itself induce neurodegeneration.",Lisanne J Van't Sant,Lisanne J,Dick Jaarsma,Dick,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
In-Depth In Silico Search for Cuttlefish (Sepia officinalis) Antimicrobial Peptides Following Bacterial Challenge of Haemocytes.,Louis Benoist,Louis,Céline Zatylny-Gaudin,Céline,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,1.0,PASS,
InVADo: Interactive Visual Analysis of Molecular Docking Data.,Marco Schafer,Marco,Michael Krone,Michael,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Incorporating patients' perspectives into the initial stages of core outcome set development: a rapid review of qualitative studies of type 2 diabetes.,Sarah L Gorst,Sarah L,Nicola L Harman,Nicola L,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.5,PASS,
Increasing phenotypic annotation improves the diagnostic rate of exome sequencing in a rare neuromuscular disorder.,Rachel Thompson,Rachel,Hanns Lochmüller,Hanns,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.98,PASS,
Increasing the Value of Data Within a Large Pharmaceutical Company Through In Silico Models.,Alessandro Brigo,Alessandro,Wolfgang Muster,Wolfgang,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Inertial Gait Sensors to Measure Mobility and Functioning in Hereditary Spastic Paraplegia: A Cross-Sectional Multicenter Clinical Study.,Martin Regensburger,Martin,Heiko Gaßner,Heiko,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Infantile epileptic spasms syndrome in children with cardiofaciocutanous syndrome: Clinical presentation and associations with genotype.,Daniel L Kenney-Jung,Daniel L,Elizabeth I Pierpont,Elizabeth I,PASS,,,,,,,male,0.97,PASS,,,,,,,,female,1.0,PASS,
Information content of long-range NMR data for the characterization of conformational heterogeneity.,Witold Andrałojć,Witold,Luca Sgheri,Luca,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.97,PASS,
Infrastructure for synthetic health data,Núria Queralt-Rosinach,Núria,Rahuman Malik Sheriff,Rahuman,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.94,PASS,
Inherited mutations affecting the SRCAP complex are central in moderate-penetrance predisposition to uterine leiomyomas.,Niko Välimäki,Niko,Auli Karhu,Auli,PASS,,,,,,,male,0.95,PASS,,,,,,,,female,0.92,PASS,
Inhibition of Rag GTPase signaling in mice suppresses B cell responses and lymphomagenesis with minimal detrimental trade-offs.,Ana Ortega-Molina,Ana,Alejo Efeyan,Alejo,PASS,,,,,,,female,0.92,PASS,,,,,,,,male,0.99,PASS,
Inhibition of histone methyltransferase DOT1L silences ERα gene and blocks proliferation of antiestrogen-resistant breast cancer cells.,Giovanni Nassa,Giovanni,Alessandro Weisz,Alessandro,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Inhibition of prostaglandin E(2) production by anti-inflammatory hypericum perforatum extracts and constituents in RAW264.7 Mouse Macrophage Cells.,Kimberly D P Hammer,Kimberly D P,Diane F Birt,Diane F,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
Innovative methodologies for rare diseases clinical trials.,Rima Nabbout,Rima,Ralf-Dieter Hilgers,Ralf-Dieter,PASS,,,,,,,female,0.97,PASS,,,,,,,,male,1.0,PASS,
Insect pathogenicity in plant-beneficial pseudomonads: phylogenetic distribution and comparative genomics.,Pascale Flury,Pascale,Monika Maurhofer,Monika,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Insight into the genome and brackish water adaptation strategies of toxic and bloom-forming Baltic Sea Dolichospermum sp. UHCC 0315.,Jonna E Teikari,Jonna E,Kaarina Sivonen,Kaarina,PASS,,,,,,,female,0.97,PASS,,,,,,,,female,0.99,PASS,
Insights into Ciliary Genes and Evolution from Multi-Level Phylogenetic Profiling.,Yannis Nevers,Yannis,Odile Lecompte,Odile,PASS,,,,,,,male,0.94,PASS,,,,,,,,female,0.99,PASS,
Insights into the Antioxidant Mechanism of Newly Synthesized Benzoxazinic Nitrones: In Vitro and In Silico Studies with DPPH Model Radical.,Stefania Marano,Stefania,Pierluigi Stipa,Pierluigi,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Insights into the Diversity of Secondary Metabolites of Planktothrix Using a Biphasic Approach Combining Global Genomics and Metabolomics.,Sandra Kim Tiam,Sandra,Benjamin Marie,Benjamin,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Insights into the potential for mutualistic and harmful host-microbe interactions affecting brown alga freshwater acclimation.,Hetty KleinJan,Hetty,Simon M Dittami,Simon M,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Integrated analysis of human transcriptome data for Rett syndrome finds a network of involved genes.,Friederike Ehrhart,Friederike,Leopold M G Curfs,Leopold M G,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,0.99,PASS,
Integrated data analysis reveals uterine leiomyoma subtypes with distinct driver pathways and biomarkers.,Miika Mehine,Miika,Lauri A Aaltonen,Lauri A,PASS,,,,,,,male,0.64,PASS,,,,,,,,female,1.0,PASS,
Integrated de novo transcriptome of Culex pipiens mosquito larvae as a resource for genetic control strategies.,Valentina Mastrantonio,Valentina,Daniele Porretta,Daniele,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.92,PASS,
Integrated network analysis and effective tools in plant systems biology.,Atsushi Fukushima,Atsushi,Kozo Nishida,Kozo,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.98,PASS,
Integrated proteogenomic deep sequencing and analytics accurately identify non-canonical peptides in tumor immunopeptidomes.,Chloe Chong,Chloe,Michal Bassani-Sternberg,Michal,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.91,PASS,
Integrating Mechanistic and Toxicokinetic Information in Predictive Models of Cholestasis.,Pablo Rodríguez-Belenguer,Pablo,Manuel Pastor,Manuel,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
"Integrating differential expression, co-expression and gene network analysis for the identification of common genes associated with tumor angiogenesis deregulation.",Beatriz Monterde,Beatriz,Juan A G Ranea,Juan A G,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Integrating pathway knowledge with deep neural networks to reduce the dimensionality in single-cell RNA-seq data.,Pelin Gundogdu,Pelin,Isabel Nepomuceno,Isabel,PASS,,,,,,,female,0.98,PASS,,,,,,,,female,0.99,PASS,
Integration event induced changes in recombinant protein productivity in Pichia pastoris discovered by whole genome sequencing and derived vector optimization.,Jan-Philipp Schwarzhans,Jan-Philipp,Karl Friehs,Karl,PASS,,,,,,,male,0.89,PASS,,,,,,,,male,0.99,PASS,
Integration of EGA secure data access into Galaxy,Youri Hoogstrate,Youri,Sanne Abeln,Sanne,PASS,,,,,,,male,0.98,PASS,,,,,,,,female,0.99,PASS,
Integration of EGA secure data access into Galaxy.,Youri Hoogstrate,Youri,Sanne Abeln,Sanne,PASS,,,,,,,male,0.98,PASS,,,,,,,,female,0.99,PASS,
Integration of gene profile to explore the hub genes of lung adenocarcinoma: A quasi-experimental study.,Peiyan Hua,Peiyan,Bin Wang,Bin,PASS,,,,,,,female,0.83,PASS,,,,,,,,male,0.95,PASS,
Integration of omics data to generate and analyse COVID-19 specific genome-scale metabolic models.,Tadeja Režen,Tadeja,Miha Moškon,Miha,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.61,PASS,
Integration of single-cell RNA-seq data into population models to characterize cancer metabolism.,Chiara Damiani,Chiara,Giancarlo Mauri,Giancarlo,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Integration of transcriptomic and metabolic data reveals hub transcription factors involved in drought stress response in sunflower (Helianthus annuus L.).,Sebastián Moschen,Sebastián,Ruth A Heinz,Ruth A,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,1.0,PASS,
Integrative Bioinformatic Analyses of Global Transcriptome Data Decipher Novel Molecular Insights into Cardiac Anti-Fibrotic Therapies.,Maximilian Fuchs,Maximilian,Meik Kunz,Meik,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.98,PASS,
Integrative Study of Genotypic and Phenotypic Diversity in the Eurasian Orchid Genus Neotinea.,Pavel Trávníček,Pavel,Jan Ponert,Jan,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.89,PASS,
"Integrative genetic, genomic and transcriptomic analysis of heat shock protein and nuclear hormone receptor gene associations with spontaneous preterm birth.",Johanna M Huusko,Johanna M,Mika Rämet,Mika,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.69,PASS,
Integrative omics approaches provide biological and clinical insights: examples from mitochondrial diseases.,Sofia Khan,Sofia,Laura L Elo,Laura L,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
InterEvDock2: an expanded server for protein docking using evolutionary and biological information from homology models and multimeric inputs.,Chloé Quignot,Chloé,Jessica Andreani,Jessica,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
InterEvDock: a docking server to predict the structure of protein-protein interactions using evolutionary information.,Jinchao Yu,Jinchao,Raphaël Guerois,Raphaël,PASS,,,,,,,male,0.87,PASS,,,,,,,,male,0.99,PASS,
"InterPro in 2019: improving coverage, classification and access to protein sequence annotations.",Alex L Mitchell,Alex L,Robert D Finn,Robert D,PASS,,,,,,,male,0.71,PASS,,,,,,,,male,1.0,PASS,
InterPro in 2022.,Typhaine Paysan-Lafosse,Typhaine,Alex Bateman,Alex,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,0.95,PASS,
Interaction Proteomics Identifies ERbeta Association with Chromatin Repressive Complexes to Inhibit Cholesterol Biosynthesis and Exert An Oncosuppressive Role in Triple-negative Breast Cancer.,Elena Alexandrova,Elena,Alessandro Weisz,Alessandro,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Interaction of SARS-CoV-2 Nucleocapsid Protein and Human RNA Helicases DDX1 and DDX3X Modulates Their Activities on Double-Stranded RNA.,Camilla Lodola,Camilla,Giovanni Maga,Giovanni,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
"Interactive Analysis, Exploration, and Visualization of RNA-Seq Data with SeqCVIBE.",Efthimios Bothos,Efthimios,Panagiotis Moulos,Panagiotis,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Interactive implementations of thermodynamics-based RNA structure and RNA-RNA interaction prediction approaches for example-driven teaching.,Martin Raden,Martin,Rolf Backofen,Rolf,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Interactive neuroinflammation pathways and transcriptomics-based identification of drugs and chemical compounds for schizophrenia.,Lisa Koole,Lisa,Friederike Ehrhart,Friederike,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.98,PASS,
Interactive tree of life (iTOL) v3: an online tool for the display and annotation of phylogenetic and other trees.,Ivica Letunic,Ivica,Peer Bork,Peer,PASS,,,,,,,male,0.98,PASS,,,,,,,,male,0.98,PASS,
International consensus on diagnosis and management of Dravet syndrome.,Elaine C Wirrell,Elaine C,Joseph Sullivan,Joseph,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
International federation of genomic medicine databases using GA4GH standards.,Adrian Thorogood,Adrian,Ewan Bimey,Ewan,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.98,PASS,
Interoperable chemical structure search service.,Miroslav Kratochvíl,Miroslav,Jakub Galgonek,Jakub,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Interplay between Single-Ion and Two-Ion Anisotropies in Frustrated 2D Semiconductors and Tuning of Magnetic Structures Topology.,Danila Amoroso,Danila,Silvia Picozzi,Silvia,PASS,,,,,,,female,0.74,PASS,,,,,,,,female,1.0,PASS,
Interplay of Chimeric Mating-Type Loci Impairs Fertility Rescue and Accounts for Intra-Strain Variability in Zygosaccharomyces rouxii Interspecies Hybrid ATCC42981.,Melissa Bizzarri,Melissa,Lisa Solieri,Lisa,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
Interpreting molecular similarity between patients as a determinant of disease comorbidity relationships.,Jon Sánchez-Valle,Jon,Alfonso Valencia,Alfonso,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
Intracellular development and impact of a marine eukaryotic parasite on its zombified microalgal host.,Johan Decelle,Johan,Laure Guillou,Laure,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.98,PASS,
Intrasexual cuticular hydrocarbon dimorphism in a wasp sheds light on hydrocarbon biosynthesis genes in Hymenoptera.,Victoria C Moris,Victoria C,Oliver Niehuis,Oliver,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Intraspecies Transfer of the Chromosomal Acinetobacter baumannii blaNDM-1 Carbapenemase Gene.,Thomas Krahn,Thomas,Andreas Schlüter,Andreas,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
"Introducing ""best single template"" models as reference baseline for the Continuous Automated Model Evaluation (CAMEO).",Juergen Haas,Juergen,Torsten Schwede,Torsten,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Introducing glycomics data into the Semantic Web.,Kiyoko F Aoki-Kinoshita,Kiyoko F,Hisashi Narimatsu,Hisashi,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Introducing the Brassica Information Portal: Towards integrating genotypic and phenotypic Brassica crop data.,Annemarie H Eckes,Annemarie H,Wiktor Jurkowski,Wiktor,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Introducing the FAIR Principles for research software.,Michelle Barker,Michelle,Tom Honeyman,Tom,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Introducing the concept of virtual control groups into preclinical toxicology testing.,Thomas Steger-Hartmann,Thomas,Chris Barber,Chris,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.91,PASS,
Introducing untargeted data-independent acquisition for metaproteomics of complex microbial samples.,Sami Pietilä,Sami,Laura L Elo,Laura L,PASS,,,,,,,male,0.93,PASS,,,,,,,,female,1.0,PASS,
Introduction to Genomic Analysis Workshop: A catalyst for engaging life-science researchers in high throughput analysis.,Phillip A Richmond,Phillip A,Wyeth W Wasserman,Wyeth W,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.88,PASS,
Intronic FGF14 GAA repeat expansions are a common cause of ataxia syndromes with neuropathy and bilateral vestibulopathy.,David Pellerin,David,Matthis Synofzik,Matthis,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
