PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS
https://openalex.org/W2345791363,David Arndt,David,David Wishart,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2943293743,Karen Swanson,Karen,Jenny Ting,Jenny,PASS,female,0.99,PASS,female,0.99,PASS
https://openalex.org/W3043722389,Lisa Jackson,Lisa,John Beigel,John,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W1971108880,F. Hartl,F.,Manajit Hayer‐Hartl,Manajit,PASS,male,0.77,PASS,male,1.0,PASS
https://openalex.org/W2097794242,Jeffrey Wet,Jeffrey,Suresh Subramani,Suresh,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2122863289,T. Prasad,T.,Akhilesh Pandey,Akhilesh,PASS,male,0.67,PASS,male,0.99,PASS
https://openalex.org/W2040031153,Mircea Ivan,Mircea,William Kaelin,William,PASS,male,0.96,PASS,male,1.0,PASS
https://openalex.org/W2150908245,Michael Hucka,Michael,Jian Wang,Jian,PASS,male,1.0,PASS,male,0.86,PASS
https://openalex.org/W2002771508,Hiroyuki Nagase,Hiroyuki,G MURPHY,G,PASS,male,1.0,PASS,,,PASS
https://openalex.org/W2114520383,Marc Martı́-Renom,Marc,Andrej Šali,Andrej,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2120736516,Heather Harding,Heather,David Ron,David,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2167380395,F. Ran,F.,Feng Zhang,Feng,PASS,male,0.77,PASS,male,0.92,PASS
https://openalex.org/W2008410413,Richard Jackson,Richard,Tatyana Pestova,Tatyana,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2167898988,Linn Fagerberg,Linn,Mathias Uhlén,Mathias,PASS,female,0.9,PASS,male,0.99,PASS
https://openalex.org/W2234115940,Natalya Pavlova,Natalya,Craig Thompson,Craig,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2070290419,Nicholas Barnes,Nicholas,Trevor Sharp,Trevor,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2012960603,Stephen Bentley,Stephen,David Hopwood,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2113964973,Bernard Henrissat,Bernard,Bernard Henrissat,Bernard,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2122163057,Craig Mello,Craig,Victor Ambros,Victor,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2102245393,Yang Zhang,Yang,Yang Zhang,Yang,PASS,male,0.58,PASS,male,0.58,PASS
https://openalex.org/W1995819860,Stephen Thibodeau,Stephen,Daniel Schaid,Daniel,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2063695629,Rita Levi‐Montalcini,Rita,Rita Levi‐Montalcini,Rita,PASS,female,0.99,PASS,female,0.99,PASS
https://openalex.org/W2149573463,Fuchou Tang,Fuchou,M. Surani,M.,PASS,,0.0,PASS,male,0.59,PASS
https://openalex.org/W2145530136,Mahin Maines,Mahin,Mahin Maines,Mahin,PASS,male,0.62,PASS,male,0.62,PASS
https://openalex.org/W1990986783,Carl‐Bertil Laurell,Carl‐Bertil,Carl‐Bertil Laurell,Carl‐Bertil,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2096465161,Jennifer Harrow,Jennifer,Tim Hubbard,Tim,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2078820160,Nathaniel Rosi,Nathaniel,Chad Mirkin,Chad,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1986587865,Richard Jefferson,Richard,Richard Jefferson,Richard,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2170776626,Jürgen Cox,Jürgen,Matthias Mann,Matthias,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2340761255,Yansheng Liu,Yansheng,Ruedi Aebersold,Ruedi,PASS,male,0.86,PASS,male,0.98,PASS
https://openalex.org/W2959497269,Florian Greten,Florian,Sergei Grivennikov,Sergei,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2765224588,Taiwen Li,Taiwen,X. Liu,X.,PASS,male,1.0,PASS,male,0.7,PASS
https://openalex.org/W2130503287,Robert Gatenby,Robert,Robert Gillies,Robert,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2002404925,Tong‐Chuan He,Tong‐Chuan,Kenneth Kinzler,Kenneth,PASS,male,0.85,PASS,male,1.0,PASS
https://openalex.org/W4294558607,William Hamilton,William,Jure Leskovec,Jure,PASS,male,1.0,PASS,male,0.97,PASS
https://openalex.org/W1928220195,Fumio Tajima,Fumio,Fumio Tajima,Fumio,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W1255676896,T Ley,T,Greg Eley,Greg,PASS,,,PASS,male,1.0,PASS
https://openalex.org/W1973897761,Christopher Dobson,Christopher,Christopher Dobson,Christopher,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2165861896,Richard Swatloski,Richard,Robin Rogers,Robin,PASS,male,1.0,PASS,male,0.77,PASS
https://openalex.org/W2015050458,Sabine Stöckl,Sabine,Susanne Grässel,Susanne,PASS,female,0.99,PASS,female,1.0,PASS
https://openalex.org/W2131798870,Michael O’Reilly,Michael,Judah Folkman,Judah,PASS,male,1.0,PASS,male,0.93,PASS
https://openalex.org/W1538692246,James Spudich,James,Susan Watt,Susan,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2105329815,Morgan Price,Morgan,Adam Arkin,Adam,PASS,male,0.64,PASS,male,0.98,PASS
https://openalex.org/W2141653906,Annie Chang,Annie,Stanley Cohen,Stanley,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W2104026855,Basit Chaudhry,Basit,Paul Shekelle,Paul,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W1550247880,Guido Kroemer,Guido,John Reed,John,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2043681863,David Hosmer,David,Susanne May,Susanne,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W44078951,Suvakanta Dash,Suvakanta,Prasanta Chowdhury,Prasanta,PASS,male,1.0,PASS,male,0.97,PASS
https://openalex.org/W2099907467,Jamil Momand,Jamil,Arnold Levine,Arnold,PASS,male,0.96,PASS,male,0.99,PASS
https://openalex.org/W2031211461,Neville Sanjana,Neville,Feng Zhang,Feng,PASS,male,0.98,PASS,male,0.92,PASS
https://openalex.org/W2086524338,Yasutomi Nishizuka,Yasutomi,Yasutomi Nishizuka,Yasutomi,PASS,male,0.6,PASS,male,0.6,PASS
https://openalex.org/W2155943701,Daniel Koboldt,Daniel,Richard Wilson,Richard,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1978906881,Lukáš Novotný,Lukáš,N.F. Hulst,N.F.,PASS,male,1.0,PASS,,0.0,PASS
https://openalex.org/W2053427298,Markus Schmid,Markus,Jan Lohmann,Jan,PASS,male,1.0,PASS,male,0.89,PASS
https://openalex.org/W2190545194,Greg Finak,Greg,Raphaël Gottardo,Raphaël,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2074196937,Michael Potente,Michael,Peter Carmeliet,Peter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2114083522,Erik Sonnhammer,Erik,Anders Krogh,Anders,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2145013849,Peter Friedl,Peter,Darren Gilmour,Darren,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1710565104,George Sheldrick,George,T. Schneider,T.,PASS,male,0.99,PASS,male,0.67,PASS
https://openalex.org/W2120255779,Andres Martinez,Andres,Emanuel Carrilho,Emanuel,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2601913882,Min-Yen Chang,Min-Yen,M. Sochard,M.,PASS,male,0.56,PASS,male,0.59,PASS
https://openalex.org/W2115734610,Nathan Shaner,Nathan,Roger Tsien,Roger,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2066180106,Eric Hoffman,Eric,Louis Kunkel,Louis,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2141292707,David Goodstein,David,Daniel Rokhsar,Daniel,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1989083100,Matthias Bernt,Matthias,Peter Stadler,Peter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2004798786,Alexis Dereeper,Alexis,Olivier Gascuel,Olivier,PASS,male,0.85,PASS,male,0.99,PASS
https://openalex.org/W1918260619,Paul Hasegawa,Paul,Hans Bohnert,Hans,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1980825524,Christian Haass,Christian,Dennis Selkoe,Dennis,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2147637673,Ilseung Cho,Ilseung,Martin Blaser,Martin,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2159400887,Dinesh Singh,Dinesh,William Sellers,William,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2034082915,June Round,June,Sarkis Mazmanian,Sarkis,PASS,female,0.95,PASS,male,0.99,PASS
https://openalex.org/W2054275187,Ye Zhang,Ye,Jia Wu,Jia,PASS,male,0.57,PASS,female,0.65,PASS
https://openalex.org/W2149525061,Marco Biasini,Marco,Torsten Schwede,Torsten,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2009423060,Thomas Halgren,Thomas,Jay Banks,Jay,PASS,male,1.0,PASS,male,0.97,PASS
https://openalex.org/W2072482644,Michael Berry,Michael,Daniel Friend,Daniel,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1993170675,Alberto Bemporad,Alberto,Efstratios Pistikopoulos,Efstratios,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2143535440,Walter Zumft,Walter,Walter Zumft,Walter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2063176993,Lawrence Boise,Lawrence,Craig Thompson,Craig,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2049043712,James Rheinwatd,James,Howard Green,Howard,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2119764013,Katarina Trajković,Katarina,Mikael Simons,Mikael,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W2124898423,Anne Brunet,Anne,Michael Greenberg,Michael,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2144654387,Federico Abascal,Federico,David Posada,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2052664734,James Dodge,James,Donald Hanahan,Donald,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2028897202,Rob Cairns,Rob,Tak Mak,Tak,PASS,male,1.0,PASS,male,0.79,PASS
https://openalex.org/W2096931514,Brydon Bennett,Brydon,David Anderson,David,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1915536483,Rose Johnstone,Rose,Claire Turbide,Claire,PASS,female,0.98,PASS,female,1.0,PASS
https://openalex.org/W1997978122,Toshimasa Yamauchi,Toshimasa,Takashi Kadowaki,Takashi,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2055214702,Francis Crick,Francis,Francis Crick,Francis,PASS,male,0.88,PASS,male,0.88,PASS
https://openalex.org/W2129039800,Eva Valle,Eva,Eva Valle,Eva,PASS,female,0.99,PASS,female,0.99,PASS
https://openalex.org/W2094795801,Hans Frauenfelder,Hans,Peter Wolynes,Peter,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1967702267,R. Billingham,R.,P. Medawar,P.,PASS,male,0.77,PASS,male,0.76,PASS
https://openalex.org/W1986179131,Michael Kastan,Michael,Albert Fornace,Albert,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2006444758,Y Liu,Y,B. Hall,B.,PASS,,,PASS,male,0.7,PASS
https://openalex.org/W2080719056,Julian Downward,Julian,Julian Downward,Julian,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2133650808,Robert Camp,Robert,David Rimm,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2767683865,David Wishart,David,Augustin Scalbert,Augustin,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2074370114,Andrew Hopkins,Andrew,Colin Groom,Colin,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2164342861,Javier Bravo,Javier,John Cryan,John,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1965277349,Thomas Terwilliger,Thomas,Joel Berendzen,Joel,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2028895755,Sakol Panyim,Sakol,Roger Chalkley,Roger,PASS,male,0.94,PASS,male,1.0,PASS
https://openalex.org/W2162315106,Patrick Schloss,Patrick,Jo Handelsman,Jo,PASS,male,1.0,PASS,female,0.76,PASS
https://openalex.org/W2050110866,Walter Gilbert,Walter,Walter Gilbert,Walter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2055502077,L. Junqueira,L.,Ricardo Brentani,Ricardo,PASS,male,0.6,PASS,male,1.0,PASS
https://openalex.org/W2118771330,Pierre Fenaux,Pierre,Lewis Silverman,Lewis,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W1484817497,Henning Walczak,Henning,David Lynch,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1767772592,Guy Slater,Guy,Ewan Birney,Ewan,PASS,male,0.99,PASS,male,0.98,PASS
https://openalex.org/W2042216712,Richard Bruick,Richard,Steven McKnight,Steven,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2088359631,B Mayr,B,Marc Montminy,Marc,PASS,,,PASS,male,1.0,PASS
https://openalex.org/W2085836399,BM Trost,BM,BM Trost,BM,PASS,male,0.81,PASS,male,0.81,PASS
https://openalex.org/W1979273476,Marianne Frommer,Marianne,Cheryl Paul,Cheryl,PASS,female,1.0,PASS,female,1.0,PASS
https://openalex.org/W2086840459,Peter Heinrich,Peter,Fred Schaper,Fred,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W2109059823,Wolfram Schultz,Wolfram,Wolfram Schultz,Wolfram,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2105106534,X. Mao,X.,Li Wei,Li,PASS,male,0.7,PASS,female,0.67,PASS
https://openalex.org/W2563535234,Robert Lanfear,Robert,Brett Calcott,Brett,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2170830174,Guangchuang Yu,Guangchuang,Qing‐Yu He,Qing‐Yu,PASS,male,1.0,PASS,female,0.89,PASS
https://openalex.org/W1900937478,David Emms,David,Steven Kelly,Steven,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2073883348,George Kuiper,George,Jan-Ακε Gustafsson,Jan-Ακε,PASS,male,0.99,PASS,male,0.89,PASS
https://openalex.org/W2138601221,Kristian Cibulskis,Kristian,Gad Getz,Gad,PASS,male,0.97,PASS,male,0.94,PASS
https://openalex.org/W2064063117,C.R. Newton,C.R.,Alexander Markham,Alexander,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1987604182,Shaloam Dasari,Shaloam,Paul Tchounwou,Paul,PASS,male,0.75,PASS,male,1.0,PASS
https://openalex.org/W2083045667,K.-I. Goh,K.-I.,Albert‐László Barabási,Albert‐László,PASS,male,0.68,PASS,male,0.99,PASS
https://openalex.org/W4232553396,W. Meiklejohn,W.,C. Bean,C.,PASS,male,0.88,PASS,male,0.71,PASS
https://openalex.org/W2114041992,Michael Stümvoll,Michael,Timon Haeften,Timon,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W2773804840,Sattva Neelapu,Sattva,William Go,William,PASS,female,0.5,PASS,male,1.0,PASS
https://openalex.org/W1981225934,In Joung,In,Thomas Cheatham,Thomas,PASS,female,0.73,PASS,male,1.0,PASS
https://openalex.org/W2009886463,Jeffrey Engelman,Jeffrey,Lewis Cantley,Lewis,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2090925778,Ruth Ley,Ruth,Jeffrey Gordon,Jeffrey,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W4245668478,Richard Durbin,Richard,Graeme Mitchison,Graeme,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W3183556138,K. Kubitzki,K.,K. Kubitzki,K.,PASS,male,0.68,PASS,male,0.68,PASS
https://openalex.org/W2159401663,Ralph Jack,Ralph,Bibek Ray,Bibek,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W2950150251,Brian Ondov,Brian,Adam Phillippy,Adam,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W2118403357,Franz Bauernfeind,Franz,Eicke Latz,Eicke,PASS,male,0.99,PASS,male,0.93,PASS
https://openalex.org/W3003058300,Erik Sahai,Erik,Zena Werb,Zena,PASS,male,0.99,PASS,female,0.97,PASS
https://openalex.org/W2106861254,Bertil Fredholm,Bertil,Joel Linden,Joel,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2112121482,Jeffrey Weber,Jeffrey,James Larkin,James,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1845975704,María Rescigno,María,Paola Ricciardi‐Castagnoli,Paola,PASS,female,0.99,PASS,female,0.99,PASS
https://openalex.org/W1973712759,Christine Foyer,Christine,Barry Halliwell,Barry,PASS,female,1.0,PASS,male,0.99,PASS
https://openalex.org/W2008744347,Kenneth Rock,Kenneth,Alfred Goldberg,Alfred,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2152752812,Igor Slowing,Igor,Victor Lin,Victor,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1977602326,Mikael Jondal,Mikael,Hans Wigzell,Hans,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2098466396,Konstantin Okonechnikov,Konstantin,Mikhail Fursov,Mikhail,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2034252391,Jack Szostak,Jack,Franklin Stahl,Franklin,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2129651548,Nathan Bucay,Nathan,W. Simonet,W.,PASS,male,1.0,PASS,male,0.88,PASS
https://openalex.org/W4240065971,Fred Sherman,Fred,Fred Sherman,Fred,PASS,male,0.98,PASS,male,0.98,PASS
https://openalex.org/W1539571840,Napoleone Ferrara,Napoleone,William Novotny,William,PASS,male,0.95,PASS,male,1.0,PASS
https://openalex.org/W2119279196,Kelly Frazer,Kelly,Yozo Ohnishi,Yozo,PASS,female,0.91,PASS,male,1.0,PASS
https://openalex.org/W2107903949,Kim Pruitt,Kim,D. Maglott,D.,PASS,female,0.75,PASS,male,0.75,PASS
https://openalex.org/W2107961632,V. Kim,V.,Mikiko Siomi,Mikiko,PASS,female,0.66,PASS,female,0.97,PASS
https://openalex.org/W2102653059,Stefan Hoops,Stefan,Ursula Kummer,Ursula,PASS,male,0.99,PASS,female,0.99,PASS
https://openalex.org/W3135190686,Jan Wilschut,Jan,Jan Wilschut,Jan,PASS,male,0.89,PASS,male,0.89,PASS
https://openalex.org/W163498145,Karl Nicholas,Karl,David Deerfield,David,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2160051211,Lei Qi,Lei,Wendell Lim,Wendell,PASS,female,0.53,PASS,male,1.0,PASS
https://openalex.org/W1964126982,Peter Mitchell,Peter,Peter Mitchell,Peter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1975580333,Peter Kollman,Peter,Thomas Cheatham,Thomas,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1964010911,Colin Smith,Colin,Gary Siuzdak,Gary,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2145336165,Steven Gill,Steven,William Nelson,William,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1974208182,Thomas Scholzen,Thomas,Johannes Gerdes,Johannes,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2070777085,Manel Esteller,Manel,Manel Esteller,Manel,PASS,female,0.62,PASS,female,0.62,PASS
https://openalex.org/W2103212315,David Hubel,David,T. Wiesel,T.,PASS,male,1.0,PASS,male,0.67,PASS
https://openalex.org/W2126504590,Miao-Chih Tsai,Miao-Chih,Howard Chang,Howard,PASS,female,0.66,PASS,male,1.0,PASS
https://openalex.org/W2103088017,Derrick Zwickl,Derrick,Derrick Zwickl,Derrick,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2137302959,P Andrews,P,P Andrews,P,PASS,,,PASS,,,PASS
https://openalex.org/W2172193326,Silvio Inzucchi,Silvio,David Matthews,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1998756807,Aidas Nasevicius,Aidas,Stephen Ekker,Stephen,PASS,male,0.96,PASS,male,1.0,PASS
https://openalex.org/W2127175247,Shinichi Sunagawa,Shinichi,Didier Velayoudon,Didier,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2132878122,Freya Schäfer,Freya,Garry Buettner,Garry,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2589067428,Linlin Wang,Linlin,Longquan Shao,Longquan,PASS,female,0.75,PASS,male,1.0,PASS
https://openalex.org/W2114737175,Charles Janeway,Charles,Charles Janeway,Charles,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2901954177,Remco Bouckaert,Remco,Alexei Drummond,Alexei,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W1994668150,Harald Stenmark,Harald,Harald Stenmark,Harald,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1985782125,Chao-Ming Tsai,Chao-Ming,Carl Frasch,Carl,PASS,male,0.83,PASS,male,1.0,PASS
https://openalex.org/W1998591058,Robert Horton,Robert,Larry Pease,Larry,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2139122477,Long-Cheng Li,Long-Cheng,Rajvir Dahiya,Rajvir,PASS,male,0.96,PASS,male,0.89,PASS
https://openalex.org/W2116275717,Richard Engh,Richard,Robert Huber,Robert,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2142887429,Albert‐László Barabási,Albert‐László,Albert‐László Barabási,Albert‐László,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2026051181,Catherine Jopling,Catherine,Peter Sarnow,Peter,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2118897660,Michael Karin,Michael,Michael Karin,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2103912979,Chia-Hao Chin,Chia-Hao,Chung‐Yen Lin,Chung‐Yen,PASS,male,0.51,PASS,male,0.74,PASS
https://openalex.org/W4239403073,Bruce Alberts,Bruce,Peter Walter,Peter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2107575419,Laurie Boyer,Laurie,Richard Young,Richard,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2118519973,Owen Griffith,Owen,Owen Griffith,Owen,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W1989195046,Mauro Ferrari,Mauro,Mauro Ferrari,Mauro,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1531651028,Robert Sterner,Robert,James Elser,James,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2169707043,Wim Vranken,Wim,Ernest Laue,Ernest,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W1588885776,Steven Kessler,Steven,Steven Kessler,Steven,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2114286636,Erkki Ruoslahti,Erkki,Erkki Ruoslahti,Erkki,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W1977178308,Magdalena Circu,Magdalena,Tak Aw,Tak,PASS,female,0.99,PASS,male,0.79,PASS
https://openalex.org/W2062853648,Honglin Li,Honglin,Junying Yuan,Junying,PASS,male,0.64,PASS,female,0.74,PASS
https://openalex.org/W2163970869,Rodney Donlan,Rodney,Rodney Donlan,Rodney,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2012617920,Luda Diatchenko,Luda,Paul Siebert,Paul,PASS,female,0.88,PASS,male,1.0,PASS
https://openalex.org/W2094334993,Marta Muzio,Marta,Vishva Dixit,Vishva,PASS,female,0.99,PASS,male,0.77,PASS
https://openalex.org/W1967004332,Peter Angel,Peter,Michael Karin,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2131632095,Heather Harding,Heather,David Ron,David,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2123879591,David Barbie,David,William Hahn,William,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2104571730,Sharon Kelly,Sharon,Nicholas Price,Nicholas,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2161209070,J. Tanner,J.,R. Whitehouse,R.,PASS,male,0.88,PASS,male,0.77,PASS
https://openalex.org/W2106042714,P. Conn,P.,Jean‐Philippe Pin,Jean‐Philippe,PASS,male,0.76,PASS,female,0.62,PASS
